Payment_time,Transaction_id,Partner_transaction_id,Gross_amount,Rmb_gross_amount,Fee_type,Fee_amount,Fee_rmb_amount,Currency,Rate,Remark
2018-02-10 02:52:29,2018021021001001920261662380	,124576826392335990	,20.83	,132.04	,Alipay commission,0.21	,1.32,USD	,6.33890000	,Alipay service fee
2018-02-10 02:52:29,2018021021001001920261662380	,124576826392335990	,20.83	,132.04	,Tmall Global Commission,0.37	,2.36,USD	,6.33890000	,Tmall Global Commission
2018-02-10 02:52:29,2018021021001001920261662380	,124576826392335990	,20.83	,132.04	,Tmall Logisitic,2.21	,14.04,USD	,6.33890000	,菜鸟-保税_进口关税(商家){LP00090629072700}_2604839566
2018-02-10 02:52:29,2018021021001001920261662380	,124576826392335990	,20.83	,132.04	,Tmall Logisitic,2.52	,16.00,USD	,6.33890000	,菜鸟-保税_服务费用(商家){LP00090629072700}_2604839566
2018-02-10 06:46:36,2018021021001001620233251476	,117085276350850832	,10.24	,64.90	,Alipay commission,0.10	,0.65,USD	,6.33890000	,Alipay service fee
2018-02-10 06:46:36,2018021021001001620233251476	,117085276350850832	,10.24	,64.90	,Tmall Global Commission,0.18	,1.16,USD	,6.33890000	,Tmall Global Commission
2018-02-10 06:46:36,2018021021001001620233251476	,117085276350850832	,10.24	,64.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33890000	,菜鸟-保税_服务费用(商家){LP00090629786280}_2604839566
2018-02-10 06:46:36,2018021021001001620233251476	,117085276350850832	,10.24	,64.90	,Tmall Logisitic,1.09	,6.90,USD	,6.33890000	,菜鸟-保税_进口关税(商家){LP00090629786280}_2604839566
2018-02-10 08:11:03,2018021021001001130225796542	,129191381279842226	,19.06	,120.85	,Alipay commission,0.19	,1.21,USD	,6.33890000	,Alipay service fee
2018-02-10 08:11:03,2018021021001001130225796542	,129191381279842226	,19.06	,120.85	,Tmall Logisitic,2.03	,12.85,USD	,6.33890000	,菜鸟-保税_进口关税(商家){LP00090630068763}_2604839566
2018-02-10 08:11:03,2018021021001001130225796542	,129191381279842226	,19.06	,120.85	,Tmall Global Commission,0.34	,2.16,USD	,6.33890000	,Tmall Global Commission
2018-02-10 08:11:03,2018021021001001130225796542	,129191381279842226	,19.06	,120.85	,Tmall Logisitic,2.05	,13.00,USD	,6.33890000	,菜鸟-保税_服务费用(商家){LP00090630068763}_2604839566
2018-02-10 19:27:40,2018021021001001050225151557	,129433498036651209	,41.66	,264.08	,Tmall Logisitic,3.00	,19.00,USD	,6.33890000	,菜鸟-保税_服务费用(商家){LP00090639633273}_2604839566
2018-02-10 19:27:40,2018021021001001050225151557	,129433498036651209	,41.66	,264.08	,Tmall Global Commission,0.74	,4.72,USD	,6.33890000	,Tmall Global Commission
2018-02-10 19:27:40,2018021021001001050225151557	,129433498036651209	,41.66	,264.08	,Tmall Logisitic,4.43	,28.08,USD	,6.33890000	,菜鸟-保税_进口关税(商家){LP00090639633273}_2604839566
2018-02-10 19:27:40,2018021021001001050225151557	,129433498036651209	,41.66	,264.08	,Alipay commission,0.42	,2.64,USD	,6.33890000	,Alipay service fee
2018-02-10 20:52:21,2018021021001001630290561451	,124698318686428894	,13.77	,87.28	,Alipay commission,0.14	,0.87,USD	,6.33890000	,Alipay service fee
2018-02-10 20:52:21,2018021021001001630290561451	,124698318686428894	,13.77	,87.28	,Tmall Global Commission,0.25	,1.56,USD	,6.33890000	,Tmall Global Commission
2018-02-10 20:52:21,2018021021001001630290561451	,124698318686428894	,13.77	,87.28	,Tmall Logisitic,2.05	,13.00,USD	,6.33890000	,菜鸟-保税_服务费用(商家){LP00093768965812}_2604839566
2018-02-10 20:52:21,2018021021001001630290561451	,124698318686428894	,13.77	,87.28	,Tmall Logisitic,1.46	,9.28,USD	,6.33890000	,菜鸟-保税_进口关税(商家){LP00093768965812}_2604839566
2018-02-11 00:58:55,2018021121001001990287573030	,117266130151380652	,20.48	,129.80	,Tmall Logisitic,2.18	,13.80,USD	,6.33890000	,菜鸟-保税_进口关税(商家){LP00090643934189}_2604839566
2018-02-11 00:58:55,2018021121001001990287573030	,117266130151380652	,20.48	,129.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33890000	,菜鸟-保税_服务费用(商家){LP00090643934189}_2604839566
2018-02-11 00:58:55,2018021121001001990287573030	,117266130151380652	,20.48	,129.80	,Tmall Global Commission,0.37	,2.32,USD	,6.33890000	,Tmall Global Commission
2018-02-11 00:58:55,2018021121001001990287573030	,117266130151380652	,20.48	,129.80	,Alipay commission,0.21	,1.30,USD	,6.33890000	,Alipay service fee
2018-02-12 09:37:05,2018021221001001100271614033	,124887344548983298	,30.15	,190.37	,Alipay commission,0.30	,1.90,USD	,6.31380000	,Alipay service fee
2018-02-12 09:37:05,2018021221001001100271614033	,124887344548983298	,30.15	,190.37	,Tmall Logisitic,2.53	,16.00,USD	,6.31380000	,菜鸟-保税_服务费用(商家){LP00094522909091}_2604839566
2018-02-12 09:37:05,2018021221001001100271614033	,124887344548983298	,30.15	,190.37	,Tmall Logisitic,3.54	,22.37,USD	,6.31380000	,菜鸟-保税_进口关税(商家){LP00094522909091}_2604839566
2018-02-12 09:37:05,2018021221001001100271614033	,124887344548983298	,30.15	,190.37	,Tmall Global Commission,0.53	,3.36,USD	,6.31380000	,Tmall Global Commission
2018-02-13 04:25:28,2018021321001001750548798590	,129574840291108218	,3.53	,22.27	,Tmall Logisitic,0.38	,2.37,USD	,6.31030000	,菜鸟-保税_进口关税(商家){LP00090666411163}_2604839566
2018-02-13 04:25:28,2018021321001001750548798590	,129574840291108218	,3.53	,22.27	,Tmall Logisitic,2.06	,13.00,USD	,6.31030000	,菜鸟-保税_服务费用(商家){LP00090666411163}_2604839566
2018-02-13 04:25:28,2018021321001001750548798590	,129574840291108218	,3.53	,22.27	,Tmall Global Commission,0.06	,0.40,USD	,6.31030000	,Tmall Global Commission
2018-02-13 04:25:28,2018021321001001750548798590	,129574840291108218	,3.53	,22.27	,Alipay commission,0.03	,0.22,USD	,6.31030000	,Alipay service fee
2018-02-13 10:00:23,2018021321001001700225024011	,117496542424257238	,11.03	,69.60	,Alipay commission,0.11	,0.70,USD	,6.31030000	,Alipay service fee
2018-02-13 10:00:23,2018021321001001700225024011	,117496542424257238	,11.03	,69.60	,Tmall Logisitic,2.54	,16.00,USD	,6.31030000	,菜鸟-保税_服务费用(商家){LP00093794987450}_2604839566
2018-02-13 10:00:23,2018021321001001700225024011	,117496542424257238	,11.03	,69.60	,Tmall Logisitic,1.34	,8.47,USD	,6.31030000	,菜鸟-保税_进口关税(商家){LP00093794987450}_2604839566
2018-02-13 10:00:23,2018021321001001700225024011	,117496542424257238	,11.03	,69.60	,Tmall Global Commission,0.19	,1.22,USD	,6.31030000	,Tmall Global Commission
2018-02-13 10:07:41,2018021321001001540523935245	,129859491391640228	,3.15	,19.90	,Alipay commission,0.03	,0.20,USD	,6.31030000	,Alipay service fee
2018-02-13 10:07:41,2018021321001001540523935245	,129859491391640228	,3.15	,19.90	,Tmall Logisitic,0.34	,2.12,USD	,6.31030000	,菜鸟-保税_进口关税(商家){LP00093795460055}_2604839566
2018-02-13 10:07:41,2018021321001001540523935245	,129859491391640228	,3.15	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.31030000	,Tmall Global Commission
2018-02-13 10:07:41,2018021321001001540523935245	,129859491391640228	,3.15	,19.90	,Tmall Logisitic,2.06	,13.00,USD	,6.31030000	,菜鸟-保税_服务费用(商家){LP00093795460055}_2604839566
2018-02-13 11:25:26,2018021321001001800214634947	,129869011298898312	,3.15	,19.90	,Alipay commission,0.03	,0.20,USD	,6.31030000	,Alipay service fee
2018-02-13 11:25:26,2018021321001001800214634947	,129869011298898312	,3.15	,19.90	,Tmall Logisitic,0.34	,2.12,USD	,6.31030000	,菜鸟-保税_进口关税(商家){LP00093796060540}_2604839566
2018-02-13 11:25:26,2018021321001001800214634947	,129869011298898312	,3.15	,19.90	,Tmall Logisitic,2.06	,13.00,USD	,6.31030000	,菜鸟-保税_服务费用(商家){LP00093796060540}_2604839566
2018-02-13 11:25:26,2018021321001001800214634947	,129869011298898312	,3.15	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.31030000	,Tmall Global Commission
2018-02-13 11:57:04,2018021321001001490567896364	,125051088010986362	,12.12	,76.82	,Tmall Logisitic,2.53	,16.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093796085352}_2604839566
2018-02-13 11:57:04,2018021321001001490567896364	,125051088010986362	,12.12	,76.82	,Tmall Logisitic,1.46	,9.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093796085352}_2604839566
2018-02-13 11:57:04,2018021321001001490567896364	,125051088010986362	,12.12	,76.82	,Alipay commission,0.12	,0.77,USD	,6.33590000	,Alipay service fee
2018-02-13 11:57:04,2018021321001001490567896364	,125051088010986362	,12.12	,76.82	,Tmall Global Commission,0.21	,1.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 11:59:53,2018021321001001950260331887	,117539747857630150	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093796264722}_2604839566
2018-02-13 11:59:53,2018021321001001950260331887	,117539747857630150	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093796264722}_2604839566
2018-02-13 11:59:53,2018021321001001950260331887	,117539747857630150	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 11:59:53,2018021321001001950260331887	,117539747857630150	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 12:19:27,2018021321001001050541542917	,129607768662998214	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090668643565}_2604839566
2018-02-13 12:19:27,2018021321001001050541542917	,129607768662998214	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 12:19:27,2018021321001001050541542917	,129607768662998214	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090668643565}_2604839566
2018-02-13 12:19:27,2018021321001001050541542917	,129607768662998214	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 13:21:31,2018021321001001390212816788	,129613088642021104	,6.28	,39.80	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 13:21:31,2018021321001001390212816788	,129613088642021104	,6.28	,39.80	,Tmall Logisitic,0.67	,4.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090669368767}_2604839566
2018-02-13 13:21:31,2018021321001001390212816788	,129613088642021104	,6.28	,39.80	,Tmall Global Commission,0.11	,0.71,USD	,6.33590000	,Tmall Global Commission
2018-02-13 13:21:31,2018021321001001390212816788	,129613088642021104	,6.28	,39.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090669368767}_2604839566
2018-02-13 13:23:52,2018021321001001820522977504	,117548371813404538	,3.51	,22.27	,Tmall Logisitic,0.37	,2.37,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00094535148065}_2604839566
2018-02-13 13:23:52,2018021321001001820522977504	,117548371813404538	,3.51	,22.27	,Tmall Global Commission,0.06	,0.40,USD	,6.33590000	,Tmall Global Commission
2018-02-13 13:23:52,2018021321001001820522977504	,117548371813404538	,3.51	,22.27	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00094535148065}_2604839566
2018-02-13 13:23:52,2018021321001001820522977504	,117548371813404538	,3.51	,22.27	,Alipay commission,0.03	,0.22,USD	,6.33590000	,Alipay service fee
2018-02-13 13:51:17,2018021321001001530530183457	,117552711018452954	,10.99	,69.60	,Alipay commission,0.11	,0.70,USD	,6.33590000	,Alipay service fee
2018-02-13 13:51:17,2018021321001001530530183457	,117552711018452954	,10.99	,69.60	,Tmall Global Commission,0.19	,1.22,USD	,6.33590000	,Tmall Global Commission
2018-02-13 13:51:17,2018021321001001530530183457	,117552711018452954	,10.99	,69.60	,Tmall Logisitic,2.53	,16.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093797057262}_2604839566
2018-02-13 13:51:17,2018021321001001530530183457	,117552711018452954	,10.99	,69.60	,Tmall Logisitic,1.34	,8.47,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093797057262}_2604839566
2018-02-13 14:48:08,2018021321001001880291438155	,125012675473538491	,11.36	,71.97	,Alipay commission,0.11	,0.72,USD	,6.33590000	,Alipay service fee
2018-02-13 14:48:08,2018021321001001880291438155	,125012675473538491	,11.36	,71.97	,Tmall Logisitic,2.53	,16.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090670058593}_2604839566
2018-02-13 14:48:08,2018021321001001880291438155	,125012675473538491	,11.36	,71.97	,Tmall Global Commission,0.20	,1.27,USD	,6.33590000	,Tmall Global Commission
2018-02-13 14:48:08,2018021321001001880291438155	,125012675473538491	,11.36	,71.97	,Tmall Logisitic,1.38	,8.72,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090670058593}_2604839566
2018-02-13 14:51:53,2018021321001001350209289005	,117525634151203148	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 14:51:53,2018021321001001350209289005	,117525634151203148	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093797651020}_2604839566
2018-02-13 14:51:53,2018021321001001350209289005	,117525634151203148	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093797651020}_2604839566
2018-02-13 14:51:53,2018021321001001350209289005	,117525634151203148	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 14:52:15,2018021321001001380563709552	,125071220014014999	,6.66	,42.17	,Alipay commission,0.07	,0.42,USD	,6.33590000	,Alipay service fee
2018-02-13 14:52:15,2018021321001001380563709552	,125071220014014999	,6.66	,42.17	,Tmall Global Commission,0.12	,0.76,USD	,6.33590000	,Tmall Global Commission
2018-02-13 14:52:15,2018021321001001380563709552	,125071220014014999	,6.66	,42.17	,Tmall Logisitic,0.71	,4.49,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093797716832}_2604839566
2018-02-13 14:52:15,2018021321001001380563709552	,125071220014014999	,6.66	,42.17	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093797716832}_2604839566
2018-02-13 14:58:00,2018021321001001330293567245	,117558787325819642	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 14:58:00,2018021321001001330293567245	,117558787325819642	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090670214257}_2604839566
2018-02-13 14:58:00,2018021321001001330293567245	,117558787325819642	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 14:58:00,2018021321001001330293567245	,117558787325819642	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090670214257}_2604839566
2018-02-13 15:15:57,2018021321001001710548153987	,117484361059707430	,6.28	,39.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090670196802}_2604839566
2018-02-13 15:15:57,2018021321001001710548153987	,117484361059707430	,6.28	,39.80	,Tmall Global Commission,0.11	,0.71,USD	,6.33590000	,Tmall Global Commission
2018-02-13 15:15:57,2018021321001001710548153987	,117484361059707430	,6.28	,39.80	,Tmall Logisitic,0.67	,4.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090670196802}_2604839566
2018-02-13 15:15:57,2018021321001001710548153987	,117484361059707430	,6.28	,39.80	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 15:16:16,2018021321001001940260760713	,125062233051752260	,6.28	,39.80	,Tmall Global Commission,0.11	,0.71,USD	,6.33590000	,Tmall Global Commission
2018-02-13 15:16:16,2018021321001001940260760713	,125062233051752260	,6.28	,39.80	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 15:16:16,2018021321001001940260760713	,125062233051752260	,6.28	,39.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090670149013}_2604839566
2018-02-13 15:16:16,2018021321001001940260760713	,125062233051752260	,6.28	,39.80	,Tmall Logisitic,0.67	,4.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090670149013}_2604839566
2018-02-13 15:18:17,2018021321001001320282600503	,117438608301967743	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 15:18:17,2018021321001001320282600503	,117438608301967743	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093797873112}_2604839566
2018-02-13 15:18:17,2018021321001001320282600503	,117438608301967743	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093797873112}_2604839566
2018-02-13 15:18:17,2018021321001001320282600503	,117438608301967743	,3.14	,19.90	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(117438608301967743),0.14	,0.89,USD	,6.33590000	,2018021321001001320282600503-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(117438608301967743)
2018-02-13 15:18:17,2018021321001001320282600503	,117438608301967743	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 15:41:24,2018021321001001040251622147	,129626584803449625	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 15:41:24,2018021321001001040251622147	,129626584803449625	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093798232512}_2604839566
2018-02-13 15:41:24,2018021321001001040251622147	,129626584803449625	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 15:41:24,2018021321001001040251622147	,129626584803449625	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093798232512}_2604839566
2018-02-13 15:47:47,2018021321001001240546738756	,125080798264472165	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093798256646}_2604839566
2018-02-13 15:47:47,2018021321001001240546738756	,125080798264472165	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093798256646}_2604839566
2018-02-13 15:47:47,2018021321001001240546738756	,125080798264472165	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 15:47:47,2018021321001001240546738756	,125080798264472165	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 15:49:29,2018021321001001650553860775	,125077660067184492	,10.99	,69.60	,Alipay commission,0.11	,0.70,USD	,6.33590000	,Alipay service fee
2018-02-13 15:49:29,2018021321001001650553860775	,125077660067184492	,10.99	,69.60	,Tmall Logisitic,2.53	,16.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00094535959570}_2604839566
2018-02-13 15:49:29,2018021321001001650553860775	,125077660067184492	,10.99	,69.60	,Tmall Logisitic,1.34	,8.47,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00094535959570}_2604839566
2018-02-13 15:49:29,2018021321001001650553860775	,125077660067184492	,10.99	,69.60	,Tmall Global Commission,0.19	,1.22,USD	,6.33590000	,Tmall Global Commission
2018-02-13 16:45:39,2018021321001001800529689716	,129625409541927520	,6.24	,39.54	,Tmall Logisitic,0.75	,4.74,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090671036437}_2604839566
2018-02-13 16:45:39,2018021321001001800529689716	,129625409541927520	,6.24	,39.54	,Tmall Global Commission,0.11	,0.70,USD	,6.33590000	,Tmall Global Commission
2018-02-13 16:45:39,2018021321001001800529689716	,129625409541927520	,6.24	,39.54	,Tmall Logisitic,2.53	,16.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090671036437}_2604839566
2018-02-13 16:45:39,2018021321001001800529689716	,129625409541927520	,6.24	,39.54	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 18:25:51,2018021321001001070202620497	,129635489639805506	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 18:25:51,2018021321001001070202620497	,129635489639805506	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090671685221}_2604839566
2018-02-13 18:25:51,2018021321001001070202620497	,129635489639805506	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 18:25:51,2018021321001001070202620497	,129635489639805506	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090671685221}_2604839566
2018-02-13 18:32:31,2018021321001001110253767541	,117488084164866946	,6.28	,39.80	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 18:32:31,2018021321001001110253767541	,117488084164866946	,6.28	,39.80	,Tmall Global Commission,0.11	,0.71,USD	,6.33590000	,Tmall Global Commission
2018-02-13 18:32:31,2018021321001001110253767541	,117488084164866946	,6.28	,39.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090671589587}_2604839566
2018-02-13 18:32:31,2018021321001001110253767541	,117488084164866946	,6.28	,39.80	,Tmall Logisitic,0.67	,4.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090671589587}_2604839566
2018-02-13 18:51:28,2018021321001001200548722872	,129913867525764326	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 18:51:28,2018021321001001200548722872	,129913867525764326	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 18:51:28,2018021321001001200548722872	,129913867525764326	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090671859071}_2604839566
2018-02-13 18:51:28,2018021321001001200548722872	,129913867525764326	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090671859071}_2604839566
2018-02-13 21:00:02,2018021321001001110253251321	,129652149531005110	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 21:00:02,2018021321001001110253251321	,129652149531005110	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00094538838124}_2604839566
2018-02-13 21:00:02,2018021321001001110253251321	,129652149531005110	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00094538838124}_2604839566
2018-02-13 21:00:02,2018021321001001110253251321	,129652149531005110	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 21:51:57,2018021321001001980224697413	,117562566903842333	,6.28	,39.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093800999098}_2604839566
2018-02-13 21:51:57,2018021321001001980224697413	,117562566903842333	,6.28	,39.80	,Tmall Global Commission,0.11	,0.71,USD	,6.33590000	,Tmall Global Commission
2018-02-13 21:51:57,2018021321001001980224697413	,117562566903842333	,6.28	,39.80	,Tmall Logisitic,0.67	,4.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093800999098}_2604839566
2018-02-13 21:51:57,2018021321001001980224697413	,117562566903842333	,6.28	,39.80	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 22:07:08,2018021321001001460230630867	,125109777224097080	,6.28	,39.80	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00093800993488}_2604839566
2018-02-13 22:07:08,2018021321001001460230630867	,125109777224097080	,6.28	,39.80	,Tmall Global Commission,0.11	,0.71,USD	,6.33590000	,Tmall Global Commission
2018-02-13 22:07:08,2018021321001001460230630867	,125109777224097080	,6.28	,39.80	,Tmall Logisitic,0.67	,4.24,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00093800993488}_2604839566
2018-02-13 22:07:08,2018021321001001460230630867	,125109777224097080	,6.28	,39.80	,Alipay commission,0.06	,0.40,USD	,6.33590000	,Alipay service fee
2018-02-13 22:14:17,2018021321001001420216575416	,129800214700293820	,3.14	,19.90	,Alipay commission,0.03	,0.20,USD	,6.33590000	,Alipay service fee
2018-02-13 22:14:17,2018021321001001420216575416	,129800214700293820	,3.14	,19.90	,Tmall Logisitic,0.33	,2.12,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090673646963}_2604839566
2018-02-13 22:14:17,2018021321001001420216575416	,129800214700293820	,3.14	,19.90	,Tmall Logisitic,2.05	,13.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090673646963}_2604839566
2018-02-13 22:14:17,2018021321001001420216575416	,129800214700293820	,3.14	,19.90	,Tmall Global Commission,0.06	,0.36,USD	,6.33590000	,Tmall Global Commission
2018-02-13 22:14:49,2018021321001001860522214287	,125064531414253889	,12.48	,79.07	,Alipay commission,0.12	,0.79,USD	,6.33590000	,Alipay service fee
2018-02-13 22:14:49,2018021321001001860522214287	,125064531414253889	,12.48	,79.07	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125064531414253889),0.55	,3.48,USD	,6.33590000	,2018021321001001860522214287-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125064531414253889)
2018-02-13 22:14:49,2018021321001001860522214287	,125064531414253889	,12.48	,79.07	,Tmall Global Commission,0.22	,1.39,USD	,6.33590000	,Tmall Global Commission
2018-02-13 22:14:49,2018021321001001860522214287	,125064531414253889	,12.48	,79.07	,Tmall Logisitic,1.49	,9.47,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00094539462319}_2604839566
2018-02-13 22:14:49,2018021321001001860522214287	,125064531414253889	,12.48	,79.07	,Tmall Logisitic,3.00	,19.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00094539462319}_2604839566
2018-02-13 22:22:20,2018021321001001370574044655	,125111317196897578	,7.03	,44.54	,Tmall Logisitic,0.75	,4.74,USD	,6.33590000	,菜鸟-保税_进口关税(商家){LP00090673856540}_2604839566
2018-02-13 22:22:20,2018021321001001370574044655	,125111317196897578	,7.03	,44.54	,Tmall Logisitic,2.53	,16.00,USD	,6.33590000	,菜鸟-保税_服务费用(商家){LP00090673856540}_2604839566
2018-02-13 22:22:20,2018021321001001370574044655	,125111317196897578	,7.03	,44.54	,Tmall Global Commission,0.13	,0.80,USD	,6.33590000	,Tmall Global Commission
