Partner_transaction_id,Transaction_id,Amount,Rmb_amount,Fee,Refund,Settlement,Rmb_settlement,Currency,Rate,Payment_time,Settlement_time,Type
146281629017375912	,2018041021001001540501792761	,30.14	,190.37	,-	,-	,-	,-	,USD,6.31580000	,2018-04-10 09:07:28,,P
146538026203948104	,2018041021001001560513994767	,17.55	,110.85	,-	,-	,-	,-	,USD,6.31580000	,2018-04-10 10:54:57,,P
146930419126576207	,2018041021001001360523677857	,19.33	,122.04	,-	,-	,-	,-	,USD,6.31440000	,2018-04-10 18:24:41,,P
146656325046328927	,2018041021001001110535940000	,37.07	,234.08	,-	,-	,-	,-	,USD,6.31440000	,2018-04-10 19:43:10,,P
146693200121207927	,2018041021001001670258377860	,33.32	,210.37	,-	,-	,-	,-	,USD,6.31440000	,2018-04-10 20:00:42,,P
146683793740770504	,2018041021001001330548274626	,19.33	,122.04	,-	,-	,-	,-	,USD,6.31440000	,2018-04-10 20:36:01,,P
133543088791974868	,2018041021001001980511818247	,33.32	,210.37	,-	,-	,-	,-	,USD,6.31440000	,2018-04-10 22:39:52,,P
147057201837626014	,2018041121001001030535283441	,13.87	,87.28	,-	,-	,-	,-	,USD,6.29340000	,2018-04-11 16:36:14,,P
147205838066658967	,2018041121001001530512657677	,38.78	,244.08	,-	,-	,-	,-	,USD,6.29340000	,2018-04-11 16:50:31,,P
133963035357800737	,2018041121001001540505160790	,29.87	,187.99	,-	,-	,-	,-	,USD,6.29340000	,2018-04-11 19:48:02,,P
133908826983800737	,2018041121001001540507363004	,33.43	,210.37	,-	,-	,-	,-	,USD,6.29340000	,2018-04-11 19:51:03,,P
147394615279055580	,2018041221001001030540511514	,51.23	,322.41	,-	,-	,-	,-	,USD,6.29340000	,2018-04-12 08:30:55,,P
134062069368431031	,2018041221001001690275964221	,33.13	,208.13	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 12:50:59,,P
147513418505241778	,2018041221001001440531377046	,13.89	,87.28	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 12:55:12,,P
147544051563654580	,2018041221001001880515278736	,19.43	,122.04	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 14:18:39,,P
134216127724783433	,2018041221001001870515672950	,12.11	,76.09	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 16:09:26,,P
134233879831685038	,2018041221001001060535925543	,19.43	,122.04	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 17:14:24,,P
134190561508183358	,2018041221001001970513832284	,19.43	,122.04	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 19:51:20,,P
147573044318799905	,2018041221001001540513101470	,13.89	,87.28	,-	,-	,-	,-	,USD,6.28140000	,2018-04-12 23:41:05,,P
147742192466033709	,2018041321001001520595068123	,13.85	,87.28	,-	,-	,-	,-	,USD,6.30220000	,2018-04-13 14:35:22,,P
134617366974023530	,2018041321001001200541738825	,30.21	,190.37	,-	,-	,-	,-	,USD,6.30220000	,2018-04-13 23:29:09,,P
134712315201372152	,2018041421001001450560562298	,33.59	,211.70	,-	,-	,-	,-	,USD,6.30220000	,2018-04-14 09:14:11,,P
134604932978410549	,2018041421001001030549678400	,17.61	,110.85	,-	,-	,-	,-	,USD,6.29580000	,2018-04-14 11:39:17,,P
134787299647940632	,2018041421001001020552239183	,19.38	,122.04	,-	,-	,-	,-	,USD,6.29580000	,2018-04-14 13:23:26,,P
148413588537085899	,2018041421001001670268622605	,12.09	,76.09	,-	,-	,-	,-	,USD,6.29580000	,2018-04-14 14:13:45,,P
148450887218029985	,2018041421001001990528065038	,19.38	,122.04	,-	,-	,-	,-	,USD,6.29580000	,2018-04-14 17:26:29,,P
